NestID,FemaleID,Female,Year,MaleID,IbuttonFile,Jdate,IncubateDay,Sunrise.Seconds,StartTime,EndTime,MidTime,Length,ClosestHourMid(sec),Length.Minute,OnOrOff,FirstOff,StartTemp,EndTemp,MidTemp,TempRow,Ambient,AmbientNL,AmbientDH,Clutch Size,Sampled
2011-01,.IG,F2011.IG,2011,2011.BG,xBG-1 Early,144,2,17400,25920,26280,26100,360,25200,6,Off,No,21,19.5,20.25,21,18.5,14.6,25.4,2,1
2011-01,.IG,F2011.IG,2011,2011.BG,xBG-1 Early,144,2,17400,26280,28200,27240,1920,28800,32,On,No,19.5,21.5,20.5,21,19.7,14.6,25.4,2,1
2011-01,.IG,F2011.IG,2011,2011.BG,xBG-1 Early,144,2,17400,28200,29040,28620,840,28800,14,Off,No,21.5,19.5,20.5,21,19.7,14.6,25.4,2,1
2011-01,.IG,F2011.IG,2011,2011.BG,xBG-1 Early,144,2,17400,29040,30600,29820,1560,28800,26,On,No,19.5,22,20.75,21,19.7,14.6,25.4,2,1
2011-01,.IG,F2011.IG,2011,2011.BG,xBG-1 Early,144,2,17400,30600,31080,30840,480,32400,8,Off,No,22,21,21.5,21,21,14.6,25.4,2,1
2011-01,.IG,F2011.IG,2011,2011.BG,xBG-1 Early,144,2,17400,31080,32760,31920,1680,32400,28,On,No,21,23,22,21,21,14.6,25.4,2,1
2011-01,.IG,F2011.IG,2011,2011.BG,xBG-1 Early,144,2,17400,32760,33120,32940,360,32400,6,Off,No,23,21.5,22.25,21,21,14.6,25.4,2,1
2011-01,.IG,F2011.IG,2011,2011.BG,xBG-1 Early,144,2,17400,33120,35280,34200,2160,36000,36,On,No,21.5,24,22.75,21,22.3,14.6,25.4,2,1
2011-01,.IG,F2011.IG,2011,2011.BG,xBG-1 Early,144,2,17400,44160,45480,44820,1320,43200,22,On,No,21,24.5,22.75,21,21,14.6,25.4,2,1
2011-01,.IG,F2011.IG,2011,2011.BG,xBG-1 Early,144,2,17400,45480,46080,45780,600,46800,10,Off,No,24.5,22,23.25,21,22.2,14.6,25.4,2,1
2011-01,.IG,F2011.IG,2011,2011.BG,xBG-1 Early,144,2,17400,46080,48000,47040,1920,46800,32,On,No,22,26.5,24.25,21,22.2,14.6,25.4,2,1
2011-01,.IG,F2011.IG,2011,2011.BG,xBG-1 Early,144,2,17400,48000,48720,48360,720,46800,12,Off,No,26.5,23.5,25,21,22.2,14.6,25.4,2,1
2011-01,.IG,F2011.IG,2011,2011.BG,xBG-1 Early,144,2,17400,48720,51120,49920,2400,50400,40,On,No,23.5,26,24.75,21,21.2,14.6,25.4,2,1
2011-01,.IG,F2011.IG,2011,2011.BG,xBG-1 Early,145,3,17340,18240,18960,18600,720,18000,12,Off,Yes - On All Night,16,13.5,14.75,22,13.2,11.7,23.6,2,1
2011-01,.IG,F2011.IG,2011,2011.BG,xBG-1 Early,145,3,17340,18960,20640,19800,1680,21600,28,On,No,13.5,17,15.25,22,13.4,11.7,23.6,2,1
2011-01,.IG,F2011.IG,2011,2011.BG,xBG-1 Early,145,3,17340,20640,21000,20820,360,21600,6,Off,No,17,15.5,16.25,22,13.4,11.7,23.6,2,1
2011-01,.IG,F2011.IG,2011,2011.BG,xBG-1 Early,145,3,17340,21000,22440,21720,1440,21600,24,On,No,15.5,17,16.25,22,13.4,11.7,23.6,2,1
2011-01,.IG,F2011.IG,2011,2011.BG,xBG-1 Early,145,3,17340,22440,22800,22620,360,21600,6,Off,No,17,15.5,16.25,22,13.4,11.7,23.6,2,1
2011-01,.IG,F2011.IG,2011,2011.BG,xBG-1 Early,145,3,17340,22800,24360,23580,1560,25200,26,On,No,15.5,18,16.75,22,14,11.7,23.6,2,1
2011-01,.IG,F2011.IG,2011,2011.BG,xBG-1 Early,145,3,17340,24360,24600,24480,240,25200,4,Off,No,18,16.5,17.25,22,14,11.7,23.6,2,1
